No,ID,JK,Kecamatan,Jenis_Tinggal,Alat_Transportasi,Penerima_KPS,Pekerjaan_Ayah,Penghasilan_Ayah,Pekerjaan_Ibu,Penghasilan_Ibu,Rombel_Saat_Ini,Penerima_KIP,Layak_PIP
356,356,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sudah Meninggal,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
357,357,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Kurang dari Rp. 500,000",Lainnya,"Kurang dari Rp. 500,000",XI IPS 3,Tidak,Ya
358,358,P,Kec. Tenayan Raya,Bersama orang tua,Mobil/bus antar jemput,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",XI MIPA 2,Tidak,Tidak
359,359,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 3,Tidak,Tidak
360,360,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
361,361,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 2,Tidak,Ya
362,362,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Ya,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Ya
363,363,L,Kec. Marpoyan Damai,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 1,Tidak,Tidak
364,364,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
365,365,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
366,366,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Lainnya,"Kurang dari Rp. 500,000",XI IPS 3,Tidak,Tidak
367,367,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Ya,Tidak
368,368,P,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Lainnya,Rp 1.000.000 - Rp 2.000.000,PNS/TNI/Polri,Lebih dari Rp 2.000.000,X MIPA 2,Tidak,Tidak
369,369,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",X MIPA 3,Tidak,Tidak
370,370,P,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
371,371,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
372,372,P,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Wirausaha,"Rp. 5,000,000 - Rp. 20,000,000",Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 5,Tidak,Tidak
373,373,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
374,374,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
375,375,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
376,376,L,Kec. Bukit Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Ya,Tidak
377,377,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
378,378,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,X IPS 4,Tidak,Tidak
379,379,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 3,Tidak,Tidak
380,380,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XI MIPA 7,Tidak,Tidak
381,381,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Ya
382,382,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
383,383,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
384,384,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
385,385,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 1,Tidak,Tidak
386,386,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
387,387,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 7,Tidak,Tidak
388,388,L,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Wiraswasta,Kurang dari Rp 1.000.000,X MIPA 2,Tidak,Ya
389,389,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 2,Tidak,Tidak
390,390,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Ya,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Petani,"Kurang dari Rp. 500,000",X MIPA 3,Ya,Tidak
391,391,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Ya,Tidak
392,392,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Tidak bekerja,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
393,393,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 3,Tidak,Tidak
394,394,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
395,395,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Buruh,"Rp. 500,000 - Rp. 999,999",XII IPS 3,Ya,Tidak
396,396,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",X IPS 2,Tidak,Tidak
397,397,L,Kec. Tenayan Raya,Bersama orang tua,Mobil/bus antar jemput,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Ya,Tidak
398,398,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
399,399,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII IPS 3,Tidak,Tidak
400,400,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
401,401,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
402,402,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
403,403,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
404,404,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wirausaha,"Rp. 500,000 - Rp. 999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
405,405,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 2,Tidak,Tidak
406,406,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
407,407,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X MIPA 1,Tidak,Tidak
408,408,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Kurang dari Rp. 500,000",Karyawan Swasta,"Kurang dari Rp. 500,000",XI MIPA 6,Tidak,Tidak
409,409,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
410,410,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
411,411,L,Kec. Bukit Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 2,Tidak,Tidak
412,412,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
413,413,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
414,414,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
415,415,L,Kec. Reteh,Wali,Angkutan umum/bus/pete-pete,Tidak,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XII IPS 1,Tidak,Tidak
416,416,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 5,Tidak,Tidak
417,417,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 4,Tidak,Ya
418,418,L,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
419,419,L,Kec. Bangko Pusako,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Rp 1.000.000 - Rp 2.000.000,PNS/TNI/Polri,Rp 1.000.000 - Rp 2.000.000,X IPS 2,Tidak,Tidak
420,420,L,Kec. Tenayan Raya,Bersama orang tua,Kendaraan pribadi,Tidak,Wiraswasta,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
421,421,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Tidak
422,422,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 6,Tidak,Tidak
423,423,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
424,424,L,Kec. Lima Puluh,Bersama orang tua,Kendaraan pribadi,Tidak,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Tidak,Ya
425,425,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
426,426,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 6,Tidak,Tidak
427,427,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 4,Tidak,Tidak
428,428,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 3,Tidak,Tidak
429,429,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
430,430,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",Sudah Meninggal,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
431,431,L,Kec. Kuantan Tengah,Bersama orang tua,Kendaraan pribadi,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Lainnya,Rp 1.000.000 - Rp 2.000.000,X MIPA 6,Tidak,Tidak
432,432,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
433,433,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,"Kurang dari Rp. 500,000",XII IPS 2,Tidak,Tidak
434,434,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 1,Tidak,Tidak
435,435,L,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",X MIPA 5,Tidak,Tidak
436,436,L,Kec. Tenayan Raya,Bersama orang tua,Mobil pribadi,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
437,437,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wirausaha,"Rp. 1,000,000 - Rp. 1,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XII MIPA 2,Tidak,Ya
438,438,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 4,Tidak,Tidak
439,439,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wirausaha,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
440,440,P,Kec. Bukit Raya,Bersama orang tua,Mobil pribadi,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 3,Tidak,Tidak
441,441,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
442,442,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Tidak
443,443,L,Kec. Bukit Raya,Bersama orang tua,Kendaraan pribadi,Ya,Buruh,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Ya,Ya
444,444,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
445,445,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Tidak
446,446,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
447,447,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
448,448,L,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Ya,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 5,Tidak,Ya
449,449,P,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Petani,"Kurang dari Rp. 500,000",Petani,"Kurang dari Rp. 500,000",XI IPS 3,Ya,Tidak
450,450,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
451,451,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 5,Tidak,Tidak
452,452,P,Kec. Tenayan Raya,Bersama orang tua,Ojek,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 3,Tidak,Tidak
453,453,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 4,Tidak,Tidak
454,454,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
455,455,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",X IPS 2,Tidak,Tidak
456,456,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
457,457,P,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,Wiraswasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
458,458,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 1,Tidak,Tidak
459,459,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
460,460,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pedagang Besar,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Ya
461,461,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Buruh,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Tidak,Tidak
462,462,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 3,Tidak,Ya
463,463,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 3,Tidak,Ya
464,464,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
465,465,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Peternak,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
466,466,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
467,467,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 6,Tidak,Tidak
468,468,P,Kec. Sukajadi,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XII MIPA 4,Tidak,Ya
469,469,L,Kec. Tenayan Raya,Lainnya,Lainnya,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
470,470,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
471,471,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 3,Tidak,Ya
472,472,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
473,473,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
474,474,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Ya
